code,year,indicator,subtype,type,value,id
NLE,2015,violent crime,rape,rate,176.9259955,6
OAX,2015,violent crime,rape,rate,60.01158433,6
PUE,2015,violent crime,rape,rate,114.1926935,6
QUE,2015,violent crime,rape,rate,94.0781501,6
ROO,2015,violent crime,rape,rate,180.2991681,6
SLP,2015,violent crime,rape,rate,63.32542853,6
SIN,2015,violent crime,rape,rate,137.5427334,6
SON,2015,violent crime,rape,rate,29.34045676,6
TAB,2015,violent crime,rape,rate,86.98540846,6
TAM,2015,violent crime,rape,rate,342.6884966,6
TLA,2015,violent crime,rape,rate,73.19366828,6
VER,2015,violent crime,rape,rate,13.56590652,6
YUC,2015,violent crime,rape,rate,288.3311835,6
ZAC,2015,violent crime,rape,rate,38.24059547,6
AGU,2016,violent crime,rape,rate,351.5034446,6
BCN,2016,violent crime,rape,rate,201.936378,6
BCS,2016,violent crime,rape,rate,621.4424793,6
CAM,2016,violent crime,rape,rate,89.13305251,6
COA,2016,violent crime,rape,rate,72.70637273,6
COL,2016,violent crime,rape,rate,55.53566737,6
CHP,2016,violent crime,rape,rate,52.28085423,6
CHH,2016,violent crime,rape,rate,178.4669109,6
DIF,2016,violent crime,rape,rate,45.82036681,6
DUR,2016,violent crime,rape,rate,55.62822322,6
GUA,2016,violent crime,rape,rate,80.33364641,6
GRO,2016,violent crime,rape,rate,192.477103,6
HID,2016,violent crime,rape,rate,219.1403437,6
JAL,2016,violent crime,rape,rate,253.3777808,6
MEX,2016,violent crime,rape,rate,38.77899473,6
MIC,2016,violent crime,rape,rate,141.3498764,6
MOR,2016,violent crime,rape,rate,490.0965204,6
NAY,2016,violent crime,rape,rate,19.17108239,6
NLE,2016,violent crime,rape,rate,185.3584005,6
OAX,2016,violent crime,rape,rate,291.8081678,6
PUE,2016,violent crime,rape,rate,104.1608887,6
QUE,2016,violent crime,rape,rate,101.1954691,6
ROO,2016,violent crime,rape,rate,115.0218542,6
SLP,2016,violent crime,rape,rate,72.00063372,6
SIN,2016,violent crime,rape,rate,141.602416,6
SON,2016,violent crime,rape,rate,44.39782035,6
TAB,2016,violent crime,rape,rate,116.9338151,6
TAM,2016,violent crime,rape,rate,362.33692,6
TLA,2016,violent crime,rape,rate,60.25494231,6
VER,2016,violent crime,rape,rate,14.90994095,6
YUC,2016,violent crime,rape,rate,285.5442526,6
ZAC,2016,violent crime,rape,rate,41.99978351,6
AGU,2017,violent crime,rape,rate,471.8770852,6
BCN,2017,violent crime,rape,rate,195.5643425,6
BCS,2017,violent crime,rape,rate,607.2096199,6
CAM,2017,violent crime,rape,rate,89.64099413,6
COA,2017,violent crime,rape,rate,83.31034,6
COL,2017,violent crime,rape,rate,143.6591346,6
CHP,2017,violent crime,rape,rate,56.30227808,6
CHH,2017,violent crime,rape,rate,196.3735005,6
DIF,2017,violent crime,rape,rate,35.61685677,6
DUR,2017,violent crime,rape,rate,50.39862731,6
GUA,2017,violent crime,rape,rate,74.77013136,6
GRO,2017,violent crime,rape,rate,187.9232735,6
HID,2017,violent crime,rape,rate,257.2406456,6
JAL,2017,violent crime,rape,rate,238.9936644,6
MEX,2017,violent crime,rape,rate,39.08408725,6
MIC,2017,violent crime,rape,rate,161.441029,6
MOR,2017,violent crime,rape,rate,528.8314241,6
NAY,2017,violent crime,rape,rate,16.21118637,6
NLE,2017,violent crime,rape,rate,184.3031928,6
OAX,2017,violent crime,rape,rate,270.2139906,6
PUE,2017,violent crime,rape,rate,97.60826995,6
QUE,2017,violent crime,rape,rate,114.926163,6
ROO,2017,violent crime,rape,rate,108.9681538,6
SLP,2017,violent crime,rape,rate,100.0585419,6
SIN,2017,violent crime,rape,rate,116.005888,6
SON,2017,violent crime,rape,rate,35.81593688,6
TAB,2017,violent crime,rape,rate,155.935104,6
TAM,2017,violent crime,rape,rate,374.5714006,6
TLA,2017,violent crime,rape,rate,73.90871973,6
VER,2017,violent crime,rape,rate,42.25871141,6
YUC,2017,violent crime,rape,rate,275.9072611,6
ZAC,2017,violent crime,rape,rate,39.5143175,6
AGU,2018,violent crime,rape,rate,577.7356831,6
BCN,2018,violent crime,rape,rate,205.7700759,6
BCS,2018,violent crime,rape,rate,671.8343695,6
CAM,2018,violent crime,rape,rate,97.89005394,6
COA,2018,violent crime,rape,rate,96.91692432,6
COL,2018,violent crime,rape,rate,157.9690621,6
CHP,2018,violent crime,rape,rate,64.85022955,6
CHH,2018,violent crime,rape,rate,224.2986607,6
DIF,2018,violent crime,rape,rate,58.43598882,6
DUR,2018,violent crime,rape,rate,53.7239135,6
GUA,2018,violent crime,rape,rate,87.31260288,6
GRO,2018,violent crime,rape,rate,165.9025108,6
HID,2018,violent crime,rape,rate,301.7296161,6
JAL,2018,violent crime,rape,rate,217.5994609,6
MEX,2018,violent crime,rape,rate,42.77719712,6
MIC,2018,violent crime,rape,rate,185.1399543,6
MOR,2018,violent crime,rape,rate,542.5843018,6
NAY,2018,violent crime,rape,rate,18.54157239,6
NLE,2018,violent crime,rape,rate,227.8723607,6
OAX,2018,violent crime,rape,rate,384.7074015,6
PUE,2018,violent crime,rape,rate,135.1256372,6
QUE,2018,violent crime,rape,rate,126.7138067,6
ROO,2018,violent crime,rape,rate,109.4509346,6
SLP,2018,violent crime,rape,rate,108.6343488,6
SIN,2018,violent crime,rape,rate,166.0638974,6
SON,2018,violent crime,rape,rate,29.72965054,6
TAB,2018,violent crime,rape,rate,154.3404261,6
TAM,2018,violent crime,rape,rate,448.8225018,6
TLA,2018,violent crime,rape,rate,204.9199676,6
VER,2018,violent crime,rape,rate,37.01827696,6
YUC,2018,violent crime,rape,rate,147.6126811,6
ZAC,2018,violent crime,rape,rate,48.82026548,6
AGU,2015,violent crime,robbery,rate,3058.721514,7
BCN,2015,violent crime,robbery,rate,4777.027523,7
BCS,2015,violent crime,robbery,rate,4147.412146,7
CAM,2015,violent crime,robbery,rate,387.1301758,7
COA,2015,violent crime,robbery,rate,1881.781678,7
COL,2015,violent crime,robbery,rate,1380.347652,7
CHP,2015,violent crime,robbery,rate,721.9316435,7
CHH,2015,violent crime,robbery,rate,1637.467276,7
DIF,2015,violent crime,robbery,rate,5448.128911,7
DUR,2015,violent crime,robbery,rate,2468.784906,7
GUA,2015,violent crime,robbery,rate,2385.725359,7
GRO,2015,violent crime,robbery,rate,2418.986114,7
HID,2015,violent crime,robbery,rate,1357.03301,7
JAL,2015,violent crime,robbery,rate,1462.975242,7
MEX,2015,violent crime,robbery,rate,3216.968006,7
MIC,2015,violent crime,robbery,rate,1474.14388,7
MOR,2015,violent crime,robbery,rate,4832.47084,7
NAY,2015,violent crime,robbery,rate,499.6666997,7
NLE,2015,violent crime,robbery,rate,1379.991482,7
OAX,2015,violent crime,robbery,rate,202.3139429,7
PUE,2015,violent crime,robbery,rate,1761.05411,7
QUE,2015,violent crime,robbery,rate,3090.727981,7
ROO,2015,violent crime,robbery,rate,3701.466299,7
SLP,2015,violent crime,robbery,rate,1296.251315,7
SIN,2015,violent crime,robbery,rate,1549.10405,7
SON,2015,violent crime,robbery,rate,1197.271205,7
TAB,2015,violent crime,robbery,rate,3648.157367,7
TAM,2015,violent crime,robbery,rate,2951.939039,7
TLA,2015,violent crime,robbery,rate,1321.940291,7
VER,2015,violent crime,robbery,rate,878.9547906,7
YUC,2015,violent crime,robbery,rate,556.0822766,7
ZAC,2015,violent crime,robbery,rate,1977.493936,7
AGU,2016,violent crime,robbery,rate,3199.421066,7
BCN,2016,violent crime,robbery,rate,4700.559117,7
BCS,2016,violent crime,robbery,rate,5051.964838,7
CAM,2016,violent crime,robbery,rate,483.5035912,7
COA,2016,violent crime,robbery,rate,1500.777644,7
COL,2016,violent crime,robbery,rate,3217.851187,7
CHP,2016,violent crime,robbery,rate,805.9015833,7
CHH,2016,violent crime,robbery,rate,1354.637624,7
DIF,2016,violent crime,robbery,rate,5741.008121,7
DUR,2016,violent crime,robbery,rate,2316.489629,7
GUA,2016,violent crime,robbery,rate,2613.110872,7
GRO,2016,violent crime,robbery,rate,2216.657892,7
HID,2016,violent crime,robbery,rate,1547.487895,7
JAL,2016,violent crime,robbery,rate,1512.198758,7
MEX,2016,violent crime,robbery,rate,3315.127681,7
MIC,2016,violent crime,robbery,rate,1490.024817,7
MOR,2016,violent crime,robbery,rate,4558.39844,7
NAY,2016,violent crime,robbery,rate,266.3309207,7
NLE,2016,violent crime,robbery,rate,1773.782862,7
OAX,2016,violent crime,robbery,rate,1147.511895,7
PUE,2016,violent crime,robbery,rate,1630.355517,7
QUE,2016,violent crime,robbery,rate,3796.011598,7
ROO,2016,violent crime,robbery,rate,2024.588744,7
SLP,2016,violent crime,robbery,rate,1673.425282,7
SIN,2016,violent crime,robbery,rate,1306.814549,7
SON,2016,violent crime,robbery,rate,1893.83467,7
TAB,2016,violent crime,robbery,rate,4614.820528,7
TAM,2016,violent crime,robbery,rate,2358.473601,7
TLA,2016,violent crime,robbery,rate,1293.532789,7
VER,2016,violent crime,robbery,rate,825.1495427,7
YUC,2016,violent crime,robbery,rate,403.5295515,7
ZAC,2016,violent crime,robbery,rate,1869.256299,7
AGU,2017,violent crime,robbery,rate,4199.413171,7
BCN,2017,violent crime,robbery,rate,4873.644463,7
BCS,2017,violent crime,robbery,rate,4689.55558,7
CAM,2017,violent crime,robbery,rate,384.3149447,7
COA,2017,violent crime,robbery,rate,1452.567834,7
COL,2017,violent crime,robbery,rate,3719.971788,7
CHP,2017,violent crime,robbery,rate,807.8026402,7
CHH,2017,violent crime,robbery,rate,1727.135793,7
DIF,2017,violent crime,robbery,rate,7234.399808,7
DUR,2017,violent crime,robbery,rate,2602.780801,7
GUA,2017,violent crime,robbery,rate,2936.900886,7
GRO,2017,violent crime,robbery,rate,1954.166855,7
HID,2017,violent crime,robbery,rate,1929.116191,7
JAL,2017,violent crime,robbery,rate,2091.312754,7
MEX,2017,violent crime,robbery,rate,4572.40854,7
MIC,2017,violent crime,robbery,rate,1654.968549,7
MOR,2017,violent crime,robbery,rate,4056.465322,7
NAY,2017,violent crime,robbery,rate,192.6171899,7
NLE,2017,violent crime,robbery,rate,1551.830735,7
OAX,2017,violent crime,robbery,rate,1251.508142,7
PUE,2017,violent crime,robbery,rate,2202.984919,7
QUE,2017,violent crime,robbery,rate,4545.845892,7
ROO,2017,violent crime,robbery,rate,3179.357012,7
SLP,2017,violent crime,robbery,rate,2504.815992,7
SIN,2017,violent crime,robbery,rate,1483.55718,7
SON,2017,violent crime,robbery,rate,1219.66345,7
TAB,2017,violent crime,robbery,rate,5010.694472,7
TAM,2017,violent crime,robbery,rate,2432.50602,7
TLA,2017,violent crime,robbery,rate,1455.460221,7
VER,2017,violent crime,robbery,rate,1369.796991,7
YUC,2017,violent crime,robbery,rate,331.9115433,7
ZAC,2017,violent crime,robbery,rate,1933.414935,7
AGU,2018,violent crime,robbery,rate,4312.959458,7
BCN,2018,violent crime,robbery,rate,3816.240877,7
BCS,2018,violent crime,robbery,rate,4386.684556,7
CAM,2018,violent crime,robbery,rate,413.8109346,7
COA,2018,violent crime,robbery,rate,1257.093667,7
COL,2018,violent crime,robbery,rate,3516.800531,7
CHP,2018,violent crime,robbery,rate,821.5232265,7
CHH,2018,violent crime,robbery,rate,1633.471578,7
DIF,2018,violent crime,robbery,rate,8321.124893,7
DUR,2018,violent crime,robbery,rate,2488.433879,7
GUA,2018,violent crime,robbery,rate,3129.739186,7
GRO,2018,violent crime,robbery,rate,1601.429533,7
HID,2018,violent crime,robbery,rate,1948.703391,7
JAL,2018,violent crime,robbery,rate,2269.573278,7
MEX,2018,violent crime,robbery,rate,4101.922946,7
MIC,2018,violent crime,robbery,rate,1679.744424,7
MOR,2018,violent crime,robbery,rate,3965.364829,7
NAY,2018,violent crime,robbery,rate,387.4145142,7
NLE,2018,violent crime,robbery,rate,1451.040073,7
OAX,2018,violent crime,robbery,rate,1426.490438,7
PUE,2018,violent crime,robbery,rate,2403.401893,7
QUE,2018,violent crime,robbery,rate,4602.35074,7
ROO,2018,violent crime,robbery,rate,3762.368688,7
SLP,2018,violent crime,robbery,rate,2915.433776,7
SIN,2018,violent crime,robbery,rate,1278.699244,7
SON,2018,violent crime,robbery,rate,863.0526457,7
TAB,2018,violent crime,robbery,rate,3790.038815,7
TAM,2018,violent crime,robbery,rate,2120.882177,7
TLA,2018,violent crime,robbery,rate,1154.2571,7
VER,2018,violent crime,robbery,rate,1060.654073,7
YUC,2018,violent crime,robbery,rate,344.5963203,7
ZAC,2018,violent crime,robbery,rate,2036.601894,7
AGU,2015,weapons crime,assault,rate,2.703057834,8
BCN,2015,weapons crime,assault,rate,220.962963,8
BCS,2015,weapons crime,assault,rate,1.250267418,8
CAM,2015,weapons crime,assault,rate,0.436284946,8
COA,2015,weapons crime,assault,rate,2.132938029,8
COL,2015,weapons crime,assault,rate,1.247062475,8
CHP,2015,weapons crime,assault,rate,0.96084663,8
CHH,2015,weapons crime,assault,rate,7.714681758,8
DIF,2015,weapons crime,assault,rate,13.84299395,8
DUR,2015,weapons crime,assault,rate,5.725271179,8
GUA,2015,weapons crime,assault,rate,13.21953294,8
GRO,2015,weapons crime,assault,rate,7.856641182,8
HID,2015,weapons crime,assault,rate,1.103640462,8
JAL,2015,weapons crime,assault,rate,6.592732624,8
MEX,2015,weapons crime,assault,rate,4.339468475,8
MIC,2015,weapons crime,assault,rate,5.791507454,8
MOR,2015,weapons crime,assault,rate,220.962963,8
NAY,2015,weapons crime,assault,rate,1.923910189,8
NLE,2015,weapons crime,assault,rate,4.917946181,8
OAX,2015,weapons crime,assault,rate,0.920575713,8
PUE,2015,weapons crime,assault,rate,5.052209888,8
QUE,2015,weapons crime,assault,rate,220.962963,8
ROO,2015,weapons crime,assault,rate,2.819906969,8
SLP,2015,weapons crime,assault,rate,1.196415539,8
SIN,2015,weapons crime,assault,rate,13.56195226,8
SON,2015,weapons crime,assault,rate,220.962963,8
TAB,2015,weapons crime,assault,rate,220.962963,8
TAM,2015,weapons crime,assault,rate,0.829823514,8
TLA,2015,weapons crime,assault,rate,0.849293619,8
VER,2015,weapons crime,assault,rate,2.948582545,8
YUC,2015,weapons crime,assault,rate,2.254789313,8
ZAC,2015,weapons crime,assault,rate,6.493097026,8
AGU,2016,weapons crime,assault,rate,3.098896866,8
BCN,2016,weapons crime,assault,rate,249.1034483,8
BCS,2016,weapons crime,assault,rate,5.020386841,8
CAM,2016,weapons crime,assault,rate,0.642786436,8
COA,2016,weapons crime,assault,rate,1.577358595,8
COL,2016,weapons crime,assault,rate,1.905635645,8
CHP,2016,weapons crime,assault,rate,2.113481341,8
CHH,2016,weapons crime,assault,rate,9.069944342,8
DIF,2016,weapons crime,assault,rate,14.40248995,8
DUR,2016,weapons crime,assault,rate,3.329702108,8
GUA,2016,weapons crime,assault,rate,14.20594993,8
GRO,2016,weapons crime,assault,rate,11.56419337,8
HID,2016,weapons crime,assault,rate,2.245848243,8
JAL,2016,weapons crime,assault,rate,7.112750754,8
MEX,2016,weapons crime,assault,rate,4.454181747,8
MIC,2016,weapons crime,assault,rate,10.05372875,8
MOR,2016,weapons crime,assault,rate,249.1034483,8
NAY,2016,weapons crime,assault,rate,1.070287422,8
NLE,2016,weapons crime,assault,rate,6.781001786,8
OAX,2016,weapons crime,assault,rate,6.573591855,8
PUE,2016,weapons crime,assault,rate,4.932278088,8
QUE,2016,weapons crime,assault,rate,0.331167968,8
ROO,2016,weapons crime,assault,rate,4.792577256,8
SLP,2016,weapons crime,assault,rate,3.343571373,8
SIN,2016,weapons crime,assault,rate,10.55951319,8
SON,2016,weapons crime,assault,rate,4.140055689,8
TAB,2016,weapons crime,assault,rate,249.1034483,8
TAM,2016,weapons crime,assault,rate,0.992315509,8
TLA,2016,weapons crime,assault,rate,2.434543124,8
VER,2016,weapons crime,assault,rate,4.112257907,8
YUC,2016,weapons crime,assault,rate,2.783082384,8
ZAC,2016,weapons crime,assault,rate,6.804088639,8
AGU,2017,weapons crime,assault,rate,6.614420017,8
BCN,2017,weapons crime,assault,rate,7.739240723,8
BCS,2017,weapons crime,assault,rate,9.015339335,8
CAM,2017,weapons crime,assault,rate,0.315637303,8
COA,2017,weapons crime,assault,rate,1.943098309,8
COL,2017,weapons crime,assault,rate,5.216672485,8
CHP,2017,weapons crime,assault,rate,2.281291656,8
CHH,2017,weapons crime,assault,rate,11.05871473,8
DIF,2017,weapons crime,assault,rate,20.12357933,8
DUR,2017,weapons crime,assault,rate,2.473215081,8
GUA,2017,weapons crime,assault,rate,17.03372529,8
GRO,2017,weapons crime,assault,rate,7.80246807,8
HID,2017,weapons crime,assault,rate,5.206620537,8
JAL,2017,weapons crime,assault,rate,10.09918802,8
MEX,2017,weapons crime,assault,rate,8.433622469,8
MIC,2017,weapons crime,assault,rate,14.63410089,8
MOR,2017,weapons crime,assault,rate,348.6333333,8
NAY,2017,weapons crime,assault,rate,2.269566091,8
NLE,2017,weapons crime,assault,rate,7.869407279,8
OAX,2017,weapons crime,assault,rate,7.563241468,8
PUE,2017,weapons crime,assault,rate,5.722401768,8
QUE,2017,weapons crime,assault,rate,3.942180731,8
ROO,2017,weapons crime,assault,rate,12.02221057,8
SLP,2017,weapons crime,assault,rate,7.775461784,8
SIN,2017,weapons crime,assault,rate,11.6005888,8
SON,2017,weapons crime,assault,rate,6.144891131,8
TAB,2017,weapons crime,assault,rate,348.6333333,8
TAM,2017,weapons crime,assault,rate,6.265333209,8
TLA,2017,weapons crime,assault,rate,2.178204138,8
VER,2017,weapons crime,assault,rate,6.75661883,8
YUC,2017,weapons crime,assault,rate,1.374724769,8
ZAC,2017,weapons crime,assault,rate,7.178843396,8
AGU,2018,weapons crime,assault,rate,5.939923148,8
BCN,2018,weapons crime,assault,rate,25.86897154,8
BCS,2018,weapons crime,assault,rate,3.818847995,8
CAM,2018,weapons crime,assault,rate,0.789435919,8
COA,2018,weapons crime,assault,rate,1.35840433,8
COL,2018,weapons crime,assault,rate,6.169545569,8
CHP,2018,weapons crime,assault,rate,3.117516704,8
CHH,2018,weapons crime,assault,rate,13.46084591,8
DIF,2018,weapons crime,assault,rate,20.71683528,8
DUR,2018,weapons crime,assault,rate,2.25730729,8
GUA,2018,weapons crime,assault,rate,16.74561563,8
GRO,2018,weapons crime,assault,rate,11.72137304,8
HID,2018,weapons crime,assault,rate,6.55068496,8
JAL,2018,weapons crime,assault,rate,10.06301511,8
MEX,2018,weapons crime,assault,rate,8.672695633,8
MIC,2018,weapons crime,assault,rate,20.66027976,8
MOR,2018,weapons crime,assault,rate,391.6363636,8
NAY,2018,weapons crime,assault,rate,2.613241746,8
NLE,2018,weapons crime,assault,rate,8.559525232,8
OAX,2018,weapons crime,assault,rate,9.852002945,8
PUE,2018,weapons crime,assault,rate,6.196415511,8
QUE,2018,weapons crime,assault,rate,5.707829131,8
ROO,2018,weapons crime,assault,rate,15.64847772,8
SLP,2018,weapons crime,assault,rate,7.259451743,8
SIN,2018,weapons crime,assault,rate,7.906131381,8
SON,2018,weapons crime,assault,rate,4.872521003,8
TAB,2018,weapons crime,assault,rate,6.373940901,8
TAM,2018,weapons crime,assault,rate,8.233881531,8
TLA,2018,weapons crime,assault,rate,1.052116737,8
VER,2018,weapons crime,assault,rate,6.958711741,8
YUC,2018,weapons crime,assault,rate,0.691625681,8
ZAC,2018,weapons crime,assault,rate,8.236344108,8
AGU,2015,weapons crime,homicide,rate,1.576783737,9
BCN,2015,weapons crime,homicide,rate,16.37980174,9
BCS,2015,weapons crime,homicide,rate,17.36482525,9
CAM,2015,weapons crime,homicide,rate,2.290495969,9
COA,2015,weapons crime,homicide,rate,5.832252423,9
COL,2015,weapons crime,homicide,rate,19.39874961,9
CHP,2015,weapons crime,homicide,rate,3.391223401,9
CHH,2015,weapons crime,homicide,rate,19.79825139,9
DIF,2015,weapons crime,homicide,rate,5.861746244,9
DUR,2015,weapons crime,homicide,rate,9.542118631,9
GUA,2015,weapons crime,homicide,rate,13.35442613,9
GRO,2015,weapons crime,homicide,rate,39.73055915,9
HID,2015,weapons crime,homicide,rate,2.483191038,9
JAL,2015,weapons crime,homicide,rate,7.321072609,9
MEX,2015,weapons crime,homicide,rate,8.745791506,9
MIC,2015,weapons crime,homicide,rate,11.49689584,9
MOR,2015,weapons crime,homicide,rate,10.72258295,9
NAY,2015,weapons crime,homicide,rate,3.847820377,9
NLE,2015,weapons crime,homicide,rate,4.437677999,9
OAX,2015,weapons crime,homicide,rate,3.657422428,9
PUE,2015,weapons crime,homicide,rate,5.131897741,9
QUE,2015,weapons crime,homicide,rate,2.947492119,9
ROO,2015,weapons crime,homicide,rate,2.098535419,9
SLP,2015,weapons crime,homicide,rate,4.713152124,9
SIN,2015,weapons crime,homicide,rate,26.89179286,9
SON,2015,weapons crime,homicide,rate,11.82076531,9
TAB,2015,weapons crime,homicide,rate,1.854699541,9
TAM,2015,weapons crime,homicide,rate,12.18982127,9
TLA,2015,weapons crime,homicide,rate,2.470672347,9
VER,2015,weapons crime,homicide,rate,2.633096347,9
YUC,2015,weapons crime,homicide,rate,0.516722551,9
ZAC,2015,weapons crime,homicide,rate,12.67402593,9
AGU,2016,weapons crime,homicide,rate,1.549448433,9
BCN,2016,weapons crime,homicide,rate,23.15375947,9
BCS,2016,weapons crime,homicide,rate,31.47918236,9
CAM,2016,weapons crime,homicide,rate,3.642456473,9
COA,2016,weapons crime,homicide,rate,3.713365025,9
COL,2016,weapons crime,homicide,rate,59.074705,9
CHP,2016,weapons crime,homicide,rate,3.782019242,9
CHH,2016,weapons crime,homicide,rate,27.01802151,9
DIF,2016,weapons crime,homicide,rate,7.333783227,9
DUR,2016,weapons crime,homicide,rate,8.490740376,9
GUA,2016,weapons crime,homicide,rate,13.40561472,9
GRO,2016,weapons crime,homicide,rate,42.89314991,9
HID,2016,weapons crime,homicide,rate,2.58612828,9
JAL,2016,weapons crime,homicide,rate,8.763703372,9
MEX,2016,weapons crime,homicide,rate,8.746284105,9
MIC,2016,weapons crime,homicide,rate,21.62298773,9
MOR,2016,weapons crime,homicide,rate,21.84459438,9
NAY,2016,weapons crime,homicide,rate,1.564266232,9
NLE,2016,weapons crime,homicide,rate,6.762113202,9
OAX,2016,weapons crime,homicide,rate,15.66788435,9
PUE,2016,weapons crime,homicide,rate,5.75169809,9
QUE,2016,weapons crime,homicide,rate,2.318175775,9
ROO,2016,weapons crime,homicide,rate,3.003348414,9
SLP,2016,weapons crime,homicide,rate,7.981428438,9
SIN,2016,weapons crime,homicide,rate,28.98947098,9
SON,2016,weapons crime,homicide,rate,11.87272169,9
TAB,2016,weapons crime,homicide,rate,4.110080155,9
TAM,2016,weapons crime,homicide,rate,15.93375188,9
TLA,2016,weapons crime,homicide,rate,3.49965574,9
VER,2016,weapons crime,homicide,rate,8.62131263,9
YUC,2016,weapons crime,homicide,rate,0.371077651,9
ZAC,2016,weapons crime,homicide,rate,26.65965639,9
AGU,2017,weapons crime,homicide,rate,2.180578028,9
BCN,2017,weapons crime,homicide,rate,47.12851067,9
BCS,2017,weapons crime,homicide,rate,91.61175706,9
CAM,2017,weapons crime,homicide,rate,3.472010336,9
COA,2017,weapons crime,homicide,rate,3.821426675,9
COL,2017,weapons crime,homicide,rate,83.6005206,9
CHP,2017,weapons crime,homicide,rate,4.43483098,9
CHH,2017,weapons crime,homicide,rate,35.64267124,9
DIF,2017,weapons crime,homicide,rate,9.890501648,9
DUR,2017,weapons crime,homicide,rate,7.639486583,9
GUA,2017,weapons crime,homicide,rate,21.02806785,9
GRO,2017,weapons crime,homicide,rate,47.72786319,9
HID,2017,weapons crime,homicide,rate,3.930158728,9
JAL,2017,weapons crime,homicide,rate,11.53491705,9
MEX,2017,weapons crime,homicide,rate,9.601993514,9
MIC,2017,weapons crime,homicide,rate,25.83734165,9
MOR,2017,weapons crime,homicide,rate,19.26240656,9
NAY,2017,weapons crime,homicide,rate,19.21025584,9
NLE,2017,weapons crime,homicide,rate,7.534538884,9
OAX,2017,weapons crime,homicide,rate,18.51520801,9
PUE,2017,weapons crime,homicide,rate,10.40011439,9
QUE,2017,weapons crime,homicide,rate,5.287160039,9
ROO,2017,weapons crime,homicide,rate,12.83199677,9
SLP,2017,weapons crime,homicide,rate,11.91286347,9
SIN,2017,weapons crime,homicide,rate,38.27869359,9
SON,2017,weapons crime,homicide,rate,16.91533218,9
TAB,2017,weapons crime,homicide,rate,8.806030885,9
TAM,2017,weapons crime,homicide,rate,20.42554817,9
TLA,2017,weapons crime,homicide,rate,4.131076814,9
VER,2017,weapons crime,homicide,rate,14.26529947,9
YUC,2017,weapons crime,homicide,rate,0.137472477,9
ZAC,2017,weapons crime,homicide,rate,33.869415,9
AGU,2018,weapons crime,homicide,rate,3.282589108,9
BCN,2018,weapons crime,homicide,rate,65.55538178,9
BCS,2018,weapons crime,homicide,rate,18.24560709,9
CAM,2018,weapons crime,homicide,rate,3.270520235,9
COA,2018,weapons crime,homicide,rate,3.761735068,9
COL,2018,weapons crime,homicide,rate,73.74759122,9
CHP,2018,weapons crime,homicide,rate,5.156647126,9
CHH,2018,weapons crime,homicide,rate,41.75788503,9
DIF,2018,weapons crime,homicide,rate,11.4624307,9
DUR,2018,weapons crime,homicide,rate,5.999685165,9
GUA,2018,weapons crime,homicide,rate,44.56580772,9
GRO,2018,weapons crime,homicide,rate,47.51664303,9
HID,2018,weapons crime,homicide,rate,5.211594664,9
JAL,2018,weapons crime,homicide,rate,18.35176176,9
MEX,2018,weapons crime,homicide,rate,10.47630933,9
MIC,2018,weapons crime,homicide,rate,27.90628243,9
MOR,2018,weapons crime,homicide,rate,28.08350909,9
NAY,2018,weapons crime,homicide,rate,23.25785154,9
NLE,2018,weapons crime,homicide,rate,9.379479752,9
OAX,2018,weapons crime,homicide,rate,23.35190968,9
PUE,2018,weapons crime,homicide,rate,13.4704685,9
QUE,2018,weapons crime,homicide,rate,4.764796492,9
ROO,2018,weapons crime,homicide,rate,30.50127014,9
SLP,2018,weapons crime,homicide,rate,13.8238496,9
SIN,2018,weapons crime,homicide,rate,26.84570833,9
SON,2018,weapons crime,homicide,rate,18.58103158,9
TAB,2018,weapons crime,homicide,rate,12.92132237,9
TAM,2018,weapons crime,homicide,rate,20.47836218,9
TLA,2018,weapons crime,homicide,rate,5.988972198,9
VER,2018,weapons crime,homicide,rate,11.42108265,9
YUC,2018,weapons crime,homicide,rate,0.395214675,9
ZAC,2018,weapons crime,homicide,rate,31.21840106,9
AGU,2015,organized crime,total,rate,27.39162507,NA
AGU,2015,violent crime,total,rate,4292.1681,NA
AGU,2015,weapons crime,total,rate,4.279841571,NA
BCN,2015,organized crime,total,rate,82.80743681,NA
BCN,2015,violent crime,total,rate,7023.925999,NA
BCN,2015,weapons crime,total,rate,16.37980174,NA
BCS,2015,organized crime,total,rate,60.23159296,NA
BCS,2015,violent crime,total,rate,6210.452614,NA
BCS,2015,weapons crime,total,rate,18.61509267,NA
CAM,2015,organized crime,total,rate,35.15365956,NA
CAM,2015,violent crime,total,rate,518.0684361,NA
CAM,2015,weapons crime,total,rate,2.726780915,NA
CHH,2015,organized crime,total,rate,12.61629254,NA
CHH,2015,violent crime,total,rate,3342.401355,NA
CHH,2015,weapons crime,total,rate,27.51293315,NA
CHP,2015,organized crime,total,rate,49.22572718,NA
CHP,2015,violent crime,total,rate,902.8501354,NA
CHP,2015,weapons crime,total,rate,4.352070031,NA
COA,2015,organized crime,total,rate,26.39510811,NA
COA,2015,violent crime,total,rate,2678.895851,NA
COA,2015,weapons crime,total,rate,7.965190451,NA
COL,2015,organized crime,total,rate,26.80554492,NA
COL,2015,violent crime,total,rate,1747.257186,NA
COL,2015,weapons crime,total,rate,20.64581209,NA
DIF,2015,organized crime,total,rate,59.0985771,NA
DIF,2015,violent crime,total,rate,6408.926208,NA
